,date,tic,Unnamed: 0,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
15,2010/7/1,ORCL,15,35.81000137,36,35.02999878,29.85697556,23595800,0,-0.020593698,31.61401408,29.01782758,0,-66.66666667,100,30.31592083,30.31592083
16,2010/7/1,PEP,16,72.48000336,72.66999817,72.40000153,53.24308014,5449500,0,-0.003627227,53.55255235,53.09527861,0,-66.66666667,100,53.32391548,53.32391548
17,2010/7/1,PFE,17,25.96774292,26.07210541,25.77798843,17.62518311,32521802,0,-0.006695148,18.19640802,17.35237052,0,-66.66666667,100,17.77438927,17.77438927
18,2010/7/1,QCOM,18,66.25,67.09999847,65.36000061,48.37777328,14311500,0,-0.018024102,49.91557587,47.64333068,0,-66.66666667,100,48.77945327,48.77945327
19,2010/7/1,SBUX,19,28.17499924,28.35499954,27.95499992,23.16277695,7926400,0,-0.00713412,23.77145456,22.87207724,0,-66.66666667,100,23.3217659,23.3217659
20,2010/7/1,SLB,20,79.11000061,79.84999847,78.87999725,60.03720474,6620700,0,-0.004238398,60.39882158,59.86449934,0,66.66666667,100,60.13166046,60.13166046
21,2010/7/1,SRE,21,37.90499878,38.15999985,37.69499969,19.76948357,1878000,0,-0.001351234,19.88476984,19.71442374,0,66.66666667,100,19.79959679,19.79959679
22,2010/7/1,T,22,26.72205353,26.79002953,26.43504524,11.93743992,37381684,0,-0.002128656,12.11905522,11.85070186,0,-66.66666667,100,11.98487854,11.98487854
23,2010/7/1,TT,23,32.33925629,32.98988342,32.06041718,26.54189491,3873026,0,-0.006437919,27.09117323,26.27956384,0,66.66666667,100,26.68536854,26.68536854
24,2010/7/1,UPS,24,79.61000061,80.25,79.51000214,57.8155098,4074200,0,-0.000973714,57.8985863,57.77583311,0,66.66666667,100,57.83720971,57.83720971
25,2010/7/1,WFC,25,34.93000031,35,34.61999893,25.47943687,22241600,0,-0.006084962,25.99860114,25.23148804,0,-66.66666667,100,25.61504459,25.61504459
26,2010/7/1,XOM,26,89.41000366,89.62000275,88.83999634,56.96049118,13347300,0,-0.012757558,58.04895625,56.4406487,0,-66.66666667,100,57.24480248,57.24480248
27,2010/7/1,XRX,27,21.05401802,21.21212006,20.92226601,13.97109318,3685400,0,-0.003158215,14.24054963,13.84240287,0,-66.66666667,100,14.04147625,14.04147625
28,2010/7/1,ZTS,28,31.09000015,31.98999977,30.76000023,28.70050812,7695400,0,0.000207589,28.70896693,28.68279676,100,66.66666667,100,28.69588185,28.69588185
29,2010/7/2,AFL,29,26.46999931,27.03499985,26.39999962,20.59916306,7432200,1,0.005330975,20.71308862,20.21052334,75.91759251,81.88364064,39.49691032,20.46180598,20.46180598
30,2010/7/2,AMZN,30,13.10000038,13.40149975,13.07299995,13.34449959,80258000,1,0.003538388,13.55495267,12.84071346,58.74514318,47.95311502,2.037828276,13.19783306,13.19783306
31,2010/7/2,AZO,31,369.9200134,371.0299988,367.3800049,368.769989,266300,1,-0.170505723,378.4633481,362.0033063,18.5165025,-46.34143738,100,370.2333272,370.2333272
32,2010/7/2,C,32,42.41999817,43.20000076,42.34999847,34.02856064,24224200,1,-0.00090255,34.56761085,33.16707441,47.55599045,53.73923845,73.0217723,33.86734263,33.86734263
33,2010/7/2,CMCSA,33,19.23999977,19.73500061,19.11000061,15.79173946,32715000,1,0.008386705,15.99095752,15.13910522,72.59789396,100,52.45916211,15.56503137,15.56503137
34,2010/7/2,COP,34,58.43999863,58.52999878,57.63000107,39.90988541,7783100,1,-0.022262875,41.01922629,39.4505079,0,-83.5811373,100,40.2348671,40.2348671
35,2010/7/2,F,35,12.97000027,13.25,12.93999958,7.994823456,39116500,1,0.003215352,8.083925503,7.719699604,68.91256631,90.34958276,53.92257767,7.901812553,7.901812553
36,2010/7/2,GE,36,134.9906921,135.8313751,134.8105469,109.5693741,5148725,1,-0.008409778,110.890953,107.7617112,43.42318063,57.31861863,55.2976397,109.3263321,109.3263321
37,2010/7/2,GM,37,28.03000069,28.60000038,28.03000069,21.82671356,11097500,1,0.010331606,22.04930391,21.06971083,75.6303981,82.87270587,36.26353,21.55950737,21.55950737
38,2010/7/2,GOOGL,38,19.04729652,19.29704666,19.00575638,19.16266251,74753172,1,-0.006646592,19.60624274,18.77146697,29.54202222,-14.84091557,100,19.18885485,19.18885485
39,2010/7/2,LLY,39,53.75999832,54.38999939,53.75999832,42.06569672,3519900,1,-0.001186662,42.49334172,41.40477535,46.676711,52.62667819,74.40753898,41.94905854,41.94905854
40,2010/7/2,LOW,40,38.22000122,38.54999924,38.20000076,31.7286377,8637200,1,-0.004661265,32.20338933,31.16560379,39.41963897,-27.86918319,100,31.68449656,31.68449656
41,2010/7/2,MDT,41,46.61999893,47.02999878,46.52000046,36.79401398,3740000,1,-0.002382404,37.25020362,36.14377069,44.53357033,25.72941589,20.11073753,36.69698715,36.69698715
42,2010/7/2,MSI,42,59,60.11999893,59,49.39382553,2260900,1,0.027200439,49.86255434,47.67209328,87.60695332,100,100,48.76732381,48.76732381
43,2010/7/2,NOC,43,64.87999725,65.48999786,64.5,53.59468079,2444900,1,-0.004903315,54.15675216,52.89493191,40.816401,13.28119678,20.11114374,53.52584203,53.52584203
44,2010/7/2,ORCL,44,35.20999908,35.72000122,35.13999939,30.15445328,16662700,1,-0.017015693,31.19873346,29.32546316,25.10843799,-45.0821989,100,30.26209831,30.26209831
45,2010/7/2,PEP,45,72.62999725,73.16000366,72.62999725,53.75751114,5558500,1,0.011330668,53.99457568,52.94231905,76.69916385,84.60147487,50.99485076,53.46844737,53.46844737
46,2010/7/2,PFE,46,25.84440231,26.18595886,25.83491516,17.84574509,28883711,1,-0.001691334,18.10775294,17.48859615,43.33009517,-0.762329573,21.84842334,17.79817454,17.79817454
47,2010/7/2,QCOM,47,66.18000031,67.15000153,65.87999725,49.34326553,12356800,1,0.006973573,50.0014279,47.93335348,55.42201343,99.51359098,100,48.96739069,48.96739069
48,2010/7/2,SBUX,48,28.12000084,28.22500038,27.95499992,23.29542351,8151400,1,-0.004976922,23.63241455,22.99355565,30.14521918,-49.76125276,100,23.3129851,23.3129851
49,2010/7/2,SLB,49,79.81999969,80.43000031,79.5,60.57370377,5389200,1,0.011236243,60.82327279,59.73474367,74.60562042,100,100,60.27900823,60.27900823
50,2010/7/2,SRE,50,37.98500061,38.22499847,37.83499908,19.84542084,1228000,1,0.00063307,19.89504014,19.7347028,56.60363927,98.97260851,100,19.81487147,19.81487147
51,2010/7/2,T,51,26.72205353,26.91087532,26.68428993,11.97810173,27709069,1,-0.00145141,12.077819,11.88742021,30.71679458,87.64731431,62.09053464,11.9826196,11.9826196
52,2010/7/2,TT,52,32.27729416,33.06424332,32.08520508,27.23362732,3856403,1,0.013247394,27.56319147,26.17305145,71.37776087,100,100,26.86812146,26.86812146
53,2010/7/2,UPS,53,80.23999786,80.95999908,80.04000092,58.45942688,3394100,1,0.018727126,58.76439954,57.32483132,93.88322341,100,100,58.04461543,58.04461543
54,2010/7/2,WFC,54,34.95999908,35.09999847,34.84999847,25.54541206,17534100,1,-0.005707562,25.87471664,25.30895085,20.10518568,-4.536748864,51.06627956,25.59183375,25.59183375
55,2010/7/2,XOM,55,89.87999725,90.19000244,89.41999817,57.33745193,11679700,1,-0.004566131,57.85428469,56.69708656,40.68086006,31.04773597,7.907961916,57.27568563,57.27568563
56,2010/7/2,XRX,56,21.027668,21.23847198,20.97496605,14.11185932,3638722,1,0.000340957,14.22748001,13.90239454,50.84745763,-5.849770519,69.75486685,14.06493727,14.06493727
57,2010/7/2,ZTS,57,31.25,31.97999954,30.85000038,28.71901703,5013200,1,0.00083847,28.73186474,28.67532241,100,62.34430228,100,28.70359357,28.70359357
58,2010/7/6,AFL,58,25.76499939,26.06500053,24.75,19.70956993,17468400,2,-0.02366811,21.05346126,19.49403267,19.79842841,-133.3333333,56.90234534,20.27374697,20.27374697
59,2010/7/6,AMZN,59,13.25800037,13.34449959,13.05550003,13.11100006,55408000,2,-0.000808132,13.48036635,12.87188328,41.64231144,-21.5031284,7.118751072,13.17612481,13.17612481
60,2010/7/6,AZO,60,367.4700012,370.1600037,366.2200012,369,303600,2,-0.155672213,376.7570224,363.0929685,20.55160916,-57.56884531,100,369.9249954,369.9249954
61,2010/7/6,C,61,42.52000046,43.04999924,42.5,34.13161469,22059300,2,0.008982841,34.56329697,33.30352432,51.88901743,58.79818829,73.0217723,33.93341065,33.93341065
62,2010/7/6,CMCSA,62,19.55999947,19.57500076,19.29999924,15.58649254,22999600,2,0.006268902,15.91882548,15.22196785,53.19368645,52.58948236,52.45916211,15.57039666,15.57039666
63,2010/7/6,COP,63,57.5,57.70000076,57.04999924,39.82000732,6874600,2,-0.029513867,40.89420842,39.36809588,0,-123.8895073,100,40.13115215,40.13115215
64,2010/7/6,F,64,13.13000011,13.27000046,13.05000019,8.006951332,33520400,2,0.005903416,8.110207783,7.745986713,70.32254843,88.41983978,56.76796677,7.928097248,7.928097248
65,2010/7/6,GE,65,134.9306488,135.1107941,133.9698486,109.0832901,7158425,2,-0.014201367,110.5659927,107.9651505,36.32824504,-41.89981841,18.00107018,109.2655716,109.2655716
66,2010/7/6,GM,66,28.35000038,28.60000038,28.21999931,21.77326584,7010500,2,0.014483686,22.06640751,21.15948646,69.58088472,78.50330743,36.26353,21.61294699,21.61294699
67,2010/7/6,GOOGL,67,18.99574661,19.34334373,18.98148155,19.27352333,83040876,2,-0.001270202,19.56117794,18.858866,41.35652031,25.15877309,100,19.21002197,19.21002197
68,2010/7/6,LLY,68,53.93000031,54.15999985,53.63000107,41.93351746,3575100,2,-0.001312316,42.38985028,41.50049625,40.61522628,-8.211032977,40.92287976,41.94517327,41.94517327
69,2010/7/6,LOW,69,38.22000122,38.68000031,37.97999954,32.01007462,8650300,2,0.008731249,32.3002139,31.23156826,55.307963,-3.128533384,100,31.76589108,31.76589108
70,2010/7/6,MDT,70,46.56999969,46.95000076,46.25,36.93562317,4327900,2,0.007083567,37.26750764,36.24578468,52.16253546,-1.025886661,43.41106397,36.75664616,36.75664616
71,2010/7/6,MSI,71,58.97000122,59.66999817,58.68999863,48.95690918,1454500,2,0.024644535,49.72884773,47.90059258,63.00287595,22.12085468,49.46076724,48.81472015,48.81472015
72,2010/7/6,NOC,72,64.76999664,65.30999756,64.66000366,53.85902023,2688100,2,0.008852579,54.22262885,52.99564431,53.40731865,41.34769718,20.11114374,53.60913658,53.60913658
73,2010/7/6,ORCL,73,35.31000137,35.41999817,35.00999832,29.8314743,15603500,2,-0.026632367,31.03210624,29.27677838,19.58522955,-82.02115167,100,30.15444231,30.15444231
74,2010/7/6,PEP,74,72.91000366,73.12000275,72.73999786,53.4782486,4782800,2,0.007773458,53.90059144,53.04120391,53.60862356,47.03874882,50.99485076,53.47089767,53.47089767
75,2010/7/6,PFE,75,26.01518059,26.09108162,25.89184189,17.72249603,29236801,2,-0.003823911,18.04311048,17.51539935,34.65088516,-34.46670123,21.84842334,17.77925492,17.77925492
76,2010/7/6,QCOM,76,66.51999664,67.19999695,66.47000122,49.51278305,11195700,2,0.024292467,50.10886305,48.09861452,59.49898141,101.4045935,100,49.10373878,49.10373878
77,2010/7/6,SBUX,77,27.95000076,28.14500046,27.86000061,23.23324394,7449000,2,-0.006118785,23.56578064,23.02031899,26.30055557,-75.15306567,100,23.29304981,23.29304981
78,2010/7/6,SLB,78,79.41999817,79.56999969,77.76000214,59.4931221,7131200,2,-0.021014949,60.98536537,59.17970802,29.20586424,-121.2135694,51.29890657,60.0825367,60.0825367
79,2010/7/6,SRE,79,37.75,37.94499969,37.67499924,19.8323307,1119600,2,0.00104744,19.88698214,19.75149042,51.41398758,-45.55517144,27.922173,19.81923628,19.81923628
80,2010/7/6,T,80,26.51057434,26.80513573,26.51057434,12.00520706,46276978,2,-0.000129187,12.06921177,11.90732116,42.82715219,-24.28065572,27.81123473,11.98826647,11.98826647
81,2010/7/6,TT,81,32.75442123,32.81018829,32.33925629,27.03891754,3209258,2,0.014846078,27.50348636,26.3181546,59.09522107,53.30367106,100,26.91082048,26.91082048
82,2010/7/6,UPS,82,80.41999817,80.95999908,80.27999878,58.53904343,3733500,2,0.030103024,58.93624054,57.40020432,94.53900125,75.53736632,100,58.16822243,58.16822243
83,2010/7/6,WFC,83,34.83000183,34.97999954,34.70999908,25.63336372,24087000,2,-0.002220575,25.8368931,25.36753938,37.44851157,-37.48859137,64.18164423,25.60221624,25.60221624
84,2010/7/6,XOM,84,89.37000275,89.88999939,89.16000366,57.36938858,11768700,2,0.000424456,57.78073864,56.81748409,42.72300624,-13.32119179,14.56714098,57.29911137,57.29911137
85,2010/7/6,XRX,85,21.027668,21.15942001,20.94861794,14.05906677,3375501,2,1.80E-05,14.19631501,13.93062428,42.46940451,-53.85838012,73.96323253,14.06346965,14.06346965
86,2010/7/6,ZTS,86,30.97999954,31.43000031,30.75,28.70976067,2126100,2,0.000770661,28.72902828,28.68124241,74.14012866,-67.93474889,37.26113881,28.70513535,28.70513535
87,2010/7/7,AFL,87,25.59000015,25.62000084,24.95999908,19.3244648,9987600,3,-0.054251725,21.16872928,18.99905179,14.87441011,-96.06521504,56.90234534,20.08389053,20.08389053
88,2010/7/7,AMZN,88,13.20499992,13.20499992,12.75549984,13.01150036,79514000,3,-0.007112275,13.44503291,12.84136694,36.90588596,-106.5024336,52.37979756,13.14319992,13.14319992
89,2010/7/7,AZO,89,377.5,383.1000061,374.4599915,379.8500061,1112100,3,0.287412099,382.5782736,361.2417215,64.19261508,138.4201976,55.25405083,371.9099976,371.9099976
90,2010/7/7,C,90,43.11000061,43.49000168,42.31999969,33.98890686,29381400,3,0.00848663,34.49226115,33.39675862,46.397458,70.2011656,88.9879547,33.94450989,33.94450989
91,2010/7/7,CMCSA,91,19.33499908,19.37000084,19.04000092,15.54223156,26062600,3,0.003224897,15.86756159,15.26196569,50.20041028,-26.86941278,3.585270466,15.56476364,15.56476364
92,2010/7/7,COP,92,57.66999817,57.84000015,57.36000061,39.84766769,5705900,3,-0.031731937,40.78225601,39.36665451,3.422210257,-66.1108989,72.62302258,40.07445526,40.07445526
93,2010/7/7,F,93,13.26000023,13.31000042,13,7.928096771,33987500,3,0.004101983,8.085809502,7.770384803,53.88427775,51.72162266,34.56192965,7.928097153,7.928097153
94,2010/7/7,GE,94,135.1107941,135.1708374,133.72966,109.27771,6382412,3,-0.00931304,110.3942493,108.1417492,40.36019981,-36.57997642,28.33186001,109.2679993,109.2679993
95,2010/7/7,GM,95,28.68000031,28.90999985,28.03000069,21.73509407,10493500,3,0.014916003,22.04499849,21.22975432,65.69835387,72.52322236,60.24825013,21.6373764,21.6373764
96,2010/7/7,GOOGL,96,19.26176262,19.48974037,19.15665627,19.36811829,113494392,3,0.00544214,19.5770193,18.90626317,48.91738387,112.3607246,100,19.24164124,19.24164124
97,2010/7/7,LLY,97,53.84999847,53.91999817,53.22000122,41.81687927,5233900,3,-0.005994269,42.32134866,41.51768028,36.31079979,-85.36512864,14.45129738,41.91951447,41.91951447
98,2010/7/7,LOW,98,38.52000046,38.90000153,38.31000137,32.09288025,9693900,3,0.019119752,32.37870392,31.2838739,58.61184376,71.28586923,46.26076648,31.83128891,31.83128891
99,2010/7/7,MDT,99,46.84999847,47,46.31999969,36.7861557,3492200,3,0.006130453,37.20575371,36.31934242,45.35160316,-5.929960345,35.58322048,36.76254807,36.76254807
100,2010/7/7,MSI,100,59.38000107,60.11999893,59.27999878,49.47624588,1419000,3,0.043402468,49.93536479,47.95868581,72.49972471,94.91361031,63.69604438,48.9470253,48.9470253
101,2010/7/7,NOC,101,65.26999664,65.86000061,65.12999725,54.26379395,2630400,3,0.032247835,54.53072638,52.94940973,65.15131699,142.9627401,36.66985595,53.74006806,53.74006806
102,2010/7/7,ORCL,102,35.15000153,35.18999863,34.45000076,29.37254333,26869300,3,-0.049559165,31.03092906,28.96519597,14.79977484,-127.5442272,100,29.99806251,29.99806251
103,2010/7/7,PEP,103,72.81999969,73.02999878,72.45999908,53.50763321,4146400,3,0.006846153,53.85181827,53.1046713,55.08062316,-12.18407887,1.137673563,53.47824478,53.47824478
104,2010/7/7,PFE,104,25.9297905,25.95825386,25.55028534,17.48895454,40492677,3,-0.014195372,18.06707671,17.37531297,24.88144236,-130.066351,66.59514199,17.72119484,17.72119484
105,2010/7/7,QCOM,105,67.12000275,67.33000183,66.01999664,49.04109573,11521200,3,0.014422353,49.9634747,48.21894564,47.09966964,30.40682634,14.48590972,49.09121017,49.09121017
106,2010/7/7,SBUX,106,28.02499962,28.03000069,27.57500076,23.1544838,9123600,3,-0.009744487,23.53207058,22.99860264,22.53462537,-127.518435,100,23.26533661,23.26533661
107,2010/7/7,SLB,107,78.86000061,79.20999908,77.81999969,58.94148636,6101200,3,-0.060048202,61.13998654,58.56866672,22.10278042,-104.120967,51.29890657,59.85432663,59.85432663
108,2010/7/7,SRE,108,37.875,38.11999893,37.68500137,19.81661797,1687000,3,0.000625306,19.87742898,19.75999626,46.1589004,14.55036902,49.28948947,19.81871262,19.81871262
109,2010/7/7,T,109,26.76737213,26.85045242,26.48036385,11.95099735,25228423,3,-0.001565121,12.05843543,11.90318986,31.45265999,-39.80866306,10.69112763,11.98081264,11.98081264
110,2010/7/7,TT,110,32.69245529,32.69865036,32.05422211,26.64949989,3885291,3,-9.36E-05,27.42253366,26.29457906,43.5798514,-46.90027317,8.648867014,26.85855636,26.85855636
111,2010/7/7,UPS,111,80.86000061,81.80999756,80.66999817,59.18293381,4602400,3,0.061272653,59.49637589,57.24595352,97.12116171,116.9293481,100,58.37116471,58.37116471
112,2010/7/7,WFC,112,34.93999863,34.95000076,34.54999924,25.40613937,27095000,3,-0.009320829,25.83144422,25.29455752,23.69918775,-101.6355508,73.01692991,25.56300087,25.56300087
113,2010/7/7,XOM,113,89.20999908,89.22000122,87.61000061,56.74565887,13463300,3,-0.021692311,57.83573945,56.54110228,25.19728127,-136.2600303,63.2915373,57.18842087,57.18842087
114,2010/7/7,XRX,114,21.08036995,21.15942001,20.76416206,14.05906677,2533314,3,-0.000157811,14.17770391,13.94747423,42.46940451,-93.80087972,87.24483957,14.06258907,14.06258907
115,2010/7/7,ZTS,115,31,32.72999954,31,29.60722733,3800800,3,0.036429854,29.69267462,28.07843287,99.0400039,166.6666667,88.29335053,28.88555374,28.88555374
116,2010/7/8,AFL,116,25.19000053,25.25,25.04000092,19.38993073,8350200,4,-0.068817512,21.09186465,18.84459648,18.44152684,-80.01281599,56.90234534,19.96823057,19.96823057
117,2010/7/8,AMZN,117,13.06999969,13.26249981,13.02750015,13.09749985,77584000,4,-0.007090844,13.40811737,12.86304911,42.73012849,-15.94157752,38.54720765,13.13558324,13.13558324
118,2010/7/8,AZO,118,380.3200073,386.3999939,379.5799866,385.8900146,790900,4,0.806637769,389.1176215,359.3623793,72.79756358,131.0589032,63.06929003,374.2400004,374.2400004
119,2010/7/8,C,119,42.95000076,43.09000015,42.56000137,33.83827209,17441800,4,0.001587588,34.42434702,33.42926015,41.59104827,11.81464727,88.9879547,33.92680359,33.92680359
120,2010/7/8,CMCSA,120,19.34499931,19.44000053,19.27499962,15.5945425,30787000,4,0.003571266,15.84164675,15.29780682,53.40602426,34.99565348,11.72912651,15.56972679,15.56972679
121,2010/7/8,COP,121,57.81999969,57.86999893,57.58000183,40.01360703,17871800,4,-0.025373179,40.69933661,39.42929116,20.34057829,-32.58615142,67.37509909,40.06431389,40.06431389
122,2010/7/8,F,122,13.10000038,13.15999985,13.05000019,7.946293831,18613300,4,0.003720091,8.07297243,7.789287434,56.32166889,24.06143238,34.56192965,7.931129932,7.931129932
123,2010/7/8,GE,123,135.1107941,135.4710846,134.8105469,109.3749313,4067429,4,-0.002042199,110.2969465,108.274696,42.25189236,48.57175168,9.840162523,109.2858213,109.2858213
124,2010/7/8,GM,124,28.54000092,28.72999954,28.5,21.8114357,6316700,4,0.018159926,22.05769482,21.27507775,69.24840789,106.0755089,60.24825013,21.66638629,21.66638629
125,2010/7/8,GOOGL,125,19.52277374,19.6864357,19.50850868,19.65390396,120683196,4,0.021595237,19.76122838,18.859475,63.58904883,169.5983912,100,19.31035169,19.31035169
126,2010/7/8,LLY,126,53.63999939,54,53.56000137,41.77022552,17142800,4,-0.010691027,42.27415201,41.51511394,34.78537045,-33.04397823,5.78138064,41.89463298,41.89463298
127,2010/7/8,LOW,127,38.77000046,39.20000076,38.70999908,32.30808258,5914000,4,0.034207441,32.53628258,31.28522646,65.47387134,126.5504109,5.097311084,31.91075452,31.91075452
128,2010/7/8,MDT,128,46.84000015,47.18000031,46.72999954,37.0536232,3099500,4,0.016879337,37.27325984,36.34886134,55.98942091,114.059463,12.04715534,36.81106059,36.81106059
129,2010/7/8,MSI,129,60.20000076,60.47999954,59.18999863,49.7070694,1227000,4,0.063732856,50.15377492,47.99362371,75.40275954,91.91986037,70.74325137,49.07369932,49.07369932
130,2010/7/8,NOC,130,65.62000275,66.13999939,65.62000275,54.59421921,1582800,4,0.059834582,54.87565126,52.8892019,71.26721448,136.9706641,49.62849507,53.88242658,53.88242658
131,2010/7/8,ORCL,131,34.75999832,34.97999954,34.5,29.66150856,19255700,4,-0.05005341,30.90579746,28.97814292,26.49788856,-87.3746473,100,29.94197019,29.94197019
132,2010/7/8,PEP,132,72.76000214,72.87000275,72.47000122,53.353302,3721400,4,-0.00043926,53.80678162,53.10806035,46.98123918,-61.4032191,1.137673563,53.45742099,53.45742099
133,2010/7/8,PFE,133,25.5787487,25.64516068,25.41745758,17.43706322,39466608,4,-0.022382104,18.06052799,17.28715115,23.36713231,-134.5701762,73.01751255,17.67383957,17.67383957
134,2010/7/8,QCOM,134,66.90000153,67.44999695,66.31999969,49.34326553,7396300,4,0.021138941,49.94008428,48.32635452,53.51892075,83.89760079,1.573972227,49.1332194,49.1332194
135,2010/7/8,SBUX,135,27.92000008,28.32500076,27.92000008,23.36588097,7146400,4,-0.002701395,23.5343975,23.02979051,44.57173292,27.80153028,33.69460344,23.282094,23.282094
136,2010/7/8,SLB,136,78.23999786,79.06999969,78.12999725,59.75004578,4632700,4,-0.0478093,60.99002359,58.68386939,43.08976554,-48.20137275,51.29890657,59.83694649,59.83694649
137,2010/7/8,SRE,137,37.79999924,38.09500122,37.70000076,19.93706703,1534400,4,0.005510265,19.9484229,19.72845381,70.26238385,55.11875694,49.28948947,19.83843835,19.83843835
138,2010/7/8,T,138,26.72960663,26.83534622,26.55589104,11.95099735,24196762,4,-0.002398892,12.04941565,11.90227121,31.45265999,-4.181239147,10.69112763,11.97584343,11.97584343
139,2010/7/8,TT,139,32.30207825,33.12001038,32.26490021,27.37709999,3672750,4,0.022040004,27.60355045,26.28641015,62.57294755,105.1263038,46.94374112,26.9449803,26.9449803
140,2010/7/8,UPS,140,81.75,82.45999908,81.66000366,59.60256195,3805400,4,0.09680165,59.99899132,57.15380384,97.81703947,136.137968,100,58.57639758,58.57639758
141,2010/7/8,WFC,141,34.68999863,34.91999817,34.68000031,25.56739616,18425800,4,-0.006518409,25.80386326,25.32360357,39.89914379,-39.15308107,73.01692991,25.56373342,25.56373342
142,2010/7/8,XOM,142,88.5,88.80000305,88.11000061,56.97717285,11412300,4,-0.02468007,57.75733832,56.54908741,35.37638384,-87.35941753,63.2915373,57.15321286,57.15321286
143,2010/7/8,XRX,143,21.13306999,21.15942001,20.89591599,14.00628185,2583940,4,-0.002517668,14.1659645,13.94044457,36.10416297,-56.98506942,87.24483957,14.05320454,14.05320454
144,2010/7/8,ZTS,144,32.31000137,33.47999954,32.29999924,30.57871628,2599300,4,0.098722541,30.72734837,27.60814663,99.53807154,162.0796626,92.20407534,29.1677475,29.1677475
145,2010/7/9,AFL,145,25.18000031,25.19499969,25.05500031,19.3552742,6643600,0,-0.078543334,21.00619748,18.75513326,18.02781936,-70.32893697,56.90234534,19.88066537,19.88066537
146,2010/7/9,AMZN,146,13.15999985,13.16250038,12.82999992,12.86050034,68074000,0,-0.01769144,13.42053259,12.77203878,33.82787184,-110.1255208,53.90938834,13.09628569,13.09628569
147,2010/7/9,AZO,147,384.6300049,387.3800049,384.230011,385.230011,523500,0,1.095828919,391.7307538,359.88925,70.87232584,106.1749265,65.00938266,375.8100019,375.8100019
148,2010/7/9,C,148,42.65999985,43.40000153,42.49000168,34.21091461,23462700,0,0.014017154,34.46980148,33.46498028,53.83072827,128.1574016,92.54157339,33.96739088,33.96739088
149,2010/7/9,CMCSA,149,19.36499977,19.38500023,19.19499969,15.5502758,14686400,0,0.001726526,15.815611,15.31828515,50.5571336,-0.551580379,1.278089464,15.56694807,15.56694807
150,2010/7/9,COP,150,57.93999863,57.93999863,57.52999878,39.82000732,19329700,0,-0.029628595,40.63781331,39.42101259,16.7905978,-41.9886228,55.57754509,40.02941295,40.02941295
151,2010/7/9,F,151,13.06000042,13.19999981,13.02000046,7.952360153,17688900,0,0.003685917,8.06463747,7.803688172,57.10355767,28.76153319,42.06394502,7.934162821,7.934162821
